,Unnamed: 0,Oración 1,Oración 2,Similitud
28,28.0,"si bien algunas técnicas de cocina molecular, como la instilación al vacío y la centrifugación requieren una fuerte inversión e instrumentos especializados, también le han ayudado a los expertos a descubrir cosas como las temperaturas ideales en la cual cocinar nuestra comida favorita.",las técnicas de cocina molecular han apoyado a los expertos en el descubrimiento de cosas como la temperatura ideal para cocinar nuestros alimentos preferidos a pesar de requerir una gran financiación debido a los instrumentos especiales para algunas técnicas como la de goteo al vacío y la centrifugación,0.9301605820655824
29,29.0,"a pesar de que la técnica del baño en agua alguna vez fue considerada por los chefs como un engaño, hoy en día es de uso tan generalizado que está llegando a los hogares.","una técnica que ha llegado a ser de un uso tan común actualmente es la del baño en agua que, a pesar de haber sido considerada por los chefs como una farsa, está llegando a las casas.",0.94487327337265
30,30.0,"si bien algunas técnicas de cocina molecular, como la instilación al vacío y la centrifugación requieren una fuerte inversión e instrumentos especializados, también le han ayudado a los expertos a descubrir cosas como las temperaturas ideales en la cual cocinar nuestra comida favorita.","a pesar de que la gastronomía molecular requiere un gran gasto en equipo especializado, es especial para implementar técnicas como la instilación al vacío y la centrifugación, esto ha logrado que los expertos descubran las temperaturas perfectas a la cuales se cocinan los alimentos favoritos de todos.",0.9459250569343568
31,31.0,"la popularidad de la comida preparada con la técnica sous-vide, en la que se usan bolsas de plástico cerradas al vació para cocinar lentamente en agua, es uno de los resultados de esa obsesión de encontrar la temperatura perfecta para preparar los platos más delicados.","en la técnica sous-vide se cocina en agua usando bolsas de plástico cerradas al vacío, ésta ha cobrado mucha popularidad debido a la obsesión de hallar la temperatura ideal para cocinar los platos más suceptibles.",0.9504227638244628
32,32.0,"a pesar de la aventura y las delicias, varios cocineros consideran a la gastronomía molecular no tanto como una revolución sino más bien una moda pasajera.","como una tendencia efímera, más que una revolución, esa es la opinión de muchos cocineros sobre la cocina molecular, a pesar de las delicias y aventuras.",0.9545527100563048
33,33.0,"la popularidad de la comida preparada con la técnica sous-vide, en la que se usan bolsas de plástico cerradas al vació para cocinar lentamente en agua, es uno de los resultados de esa obsesión de encontrar la temperatura perfecta para preparar los platos más delicados.","el crecimiento de la tendencia de los alimentos preparados con sous vide, que emplea bolsas de hule selladas al vacío para cocinar con lentitud, es resultado de la obsesión por hallar la temperatura excelente para cocer los platillos mas delicados.",0.9565311670303344
34,34.0,"y con ayuda de distribuidoras mundiales de bebidas, la bebida mexicana se volvió internacional.",mediante el mercado internacional se logró que el tequila fuera reconocido mundialmente.,0.5932320356369019
35,35.0,"entonces, se volvió importante para fines publicitarios y comerciales, así como de retomar conceptos de seguridad tradición.",convirtió en un símbolo representativo del país que ayudo a atraer atención al país y al mercado nacional.,0.6551928520202637
36,36.0,el éxito del tequila jamás habría sido posible sin la participación de grandes empresas extranjeras.,a pesar de que es considerado un producto nacional fue gracias a la intervención de empresarios de otros países lo que ayudo a que esto sucediera.,0.770119309425354
37,37.0,"el auge comercial del tequila en tiempos modernos ocurrió a partir de 1992. aunque medio siglo antes, se promovió en la radio y, después, en la televisión.",aunque el tequila fue publicita en distintitos medios de comunicación desde los 80’ fue hasta los 90’ cuando la bebida alcanzo mayor popularidad.,0.7776455879211426
38,38.0,el éxito del tequila jamás habría sido posible sin la participación de grandes empresas extranjeras.,las grandes empresas extranjeras tienen gran repercusión en el éxito del tequila.,0.8235670924186707
39,39.0,el tequila ya era un muy buen negocio y se convirtió en una gigantesca fuente de riqueza para los empresarios y para méxico.,gracias al gran auge del tequila se convirtió en un negocio con grandes ingresos para las empresas y para el país.,0.8854528665542603
40,40.0,"entonces, se volvió importante para fines publicitarios y comerciales, así como de retomar conceptos de seguridad tradición.","poco después se volvió fundamental para la publicidad y el comercio, así como el retorno a valores tradicionales y seguros.",0.8884960412979126
41,41.0,el éxito del tequila jamás habría sido posible sin la participación de grandes empresas extranjeras.,el éxito tequilero fue posible gracias a la participación de enormes empresas extranjeras.,0.908149003982544
42,42.0,el tequila ya era un muy buen negocio y se convirtió en una gigantesca fuente de riqueza para los empresarios y para méxico.,los empresarios mexicanos empezaron a ver en el tequila un negocio más que redituable convirtiéndose en una enorme fuente de riqueza.,0.9180612564086914
43,43.0,el tequila ya era un muy buen negocio y se convirtió en una gigantesca fuente de riqueza para los empresarios y para méxico.,para méxico y para los empresarios el negocio del tequila se transformo en una importante fuente de riqueza.,0.9184643030166626
44,44.0,"el auge comercial del tequila en tiempos modernos ocurrió a partir de 1992. aunque medio siglo antes, se promovió en la radio y, después, en la televisión.","en 1992 se dio el auge comercial del tequila, aunque medio siglo antes se promovió en los medios de comunicación.",0.9194775223731996
45,45.0,"y con ayuda de distribuidoras mundiales de bebidas, la bebida mexicana se volvió internacional.","y con ayuda de las distribuidoras que importan a todo el mundo, la bebida de méxico se volvió internacional.",0.9210996031761168
46,46.0,"el auge comercial del tequila en tiempos modernos ocurrió a partir de 1992. aunque medio siglo antes, se promovió en la radio y, después, en la televisión.","el apogeo comercial del tequila en momentos actuales se dan a partir de 1992. aunque 50 años antes, se promocionó en radio y después en televisión.",0.9266148209571838
47,47.0,"y con ayuda de distribuidoras mundiales de bebidas, la bebida mexicana se volvió internacional.","la bebida mexicana transcendió internacionalmente, con influencia de las distribuidoras mundiales.",0.9307965040206908
48,48.0,el éxito del tequila jamás habría sido posible sin la participación de grandes empresas extranjeras.,el triunfo del tequila no seria posible sin la participación de enormes industrias extranjeras.,0.9327573776245116
49,49.0,"entonces, se volvió importante para fines publicitarios y comerciales, así como de retomar conceptos de seguridad tradición.","se volvió crucial para fines publicitarios y comerciales, también en conceptos de seguridad tradicional.",0.9641604423522948
50,50.0,"el auge comercial del tequila en tiempos modernos ocurrió a partir de 1992. aunque medio siglo antes, se promovió en la radio y, después, en la televisión.",en los años 1992 se dio el auge comercial del tequila en la épocas modernas aunque a mediados de siglo empezó la promoción en la radio y televisión.,0.9685764908790588
51,51.0,el tequila ya era un muy buen negocio y se convirtió en una gigantesca fuente de riqueza para los empresarios y para méxico.,el tequila era muy buen negocio y se transformó en una enorme fuente de dinero para los industriales y para méxico.,0.9746896028518676
52,52.0,"y con ayuda de distribuidoras mundiales de bebidas, la bebida mexicana se volvió internacional.","y con la participación de empresas mundiales de bebidas, tequila mexicana se volvió internacional.",0.9867105484008788
53,53.0,"entonces, se volvió importante para fines publicitarios y comerciales, así como de retomar conceptos de seguridad tradición.","se volvió fundamental para fines publicitarios y comerciales, así como de reiniciar opiniones de seguridad clásica.",0.9885957837104796
54,54.0,esta última forma se puede encontrar con mucha frecuencia especialmente en españa.,en españa es muy común encontrar esta última forma.,0.7608695030212402
55,55.0,una de las grandes protagonistas de este plato y que lo diferencia de cualquier otro son las salsas.,las salsas son uno de los principales llamativos del platillo y también ayudan al protagonismo mundial del platillo.,0.8014257550239563
56,56.0,esto no es lo único que puede variar ya que el pan puede ser diferente con respecto a quién prepare el platillo.,"esta no es la única diferencia, debido a que el pan puede variar con respecto al cocinero del platillo.",0.8364455699920654
57,57.0,esta última forma se puede encontrar con mucha frecuencia especialmente en españa.,este último estilo suele encontrarse con mucha frecuencia principalmente en españa.,0.8625678420066833
58,58.0,"pero el tronco se cocina en vertical para ahorrar espacio y no es una pieza única de carne, sino una mezcla.","sin embargo el tronco es cocinado de manera vertical para reducir el espacio utilizado y son varias piezas de carne diferentes, haciendo que sea una combinación de carnes.",0.8661302328109741
59,59.0,esto no es lo único que puede variar ya que el pan puede ser diferente con respecto a quién prepare el platillo.,"y no se queda ahí, puesto que el pan puede cambiar como cambia el cocinero.",0.8769825100898743
60,60.0,"pero el tronco se cocina en vertical para ahorrar espacio y no es una pieza única de carne, sino una mezcla.",no obstante el tronco se levanta para ahorrar espacio y se trata de una combinación de carnes.,0.8982964158058167
61,61.0,"pero el tronco se cocina en vertical para ahorrar espacio y no es una pieza única de carne, sino una mezcla.","al ser una alternancia de láminas de carne se decide asarlo en forma vertical (que aparenta un tronco), para que de esta manera se pueda apreciar mejor la mezcla de carnes.",0.9017513990402222
62,62.0,una de las grandes protagonistas de este plato y que lo diferencia de cualquier otro son las salsas.,"las salsas son un gran protagonista de este plato, haciendo que se diferencia de cualquier otro.",0.9047685265541076
63,63.0,"existe una gran variedad de salsas, más o menos picantes, otras con base láctea pero que hacen que el plato adquiera una gran variedad de aromas y sabores.","hay una gran diversidad de salsas que varían en picor, algunas tienen base de leche pero que dan un toque único al platillo en cuanto a su aroma y sabor.",0.9132335782051086
64,64.0,"existe una gran variedad de salsas, más o menos picantes, otras con base láctea pero que hacen que el plato adquiera una gran variedad de aromas y sabores.",la gran cantidad de salsas hace un recorrido de sabores que pueden ser picantes e incluso pueden tener una base láctea que genera esta multiplicidad de sabores y colores.,0.939833402633667
65,65.0,una de las grandes protagonistas de este plato y que lo diferencia de cualquier otro son las salsas.,las salsas son las grandes protagonistas de este plato ya que lo diferencia de cualquier otro.,0.9483240842819214
66,66.0,"pero el tronco se cocina en vertical para ahorrar espacio y no es una pieza única de carne, sino una mezcla.","pero el tronco es cocinado en vertical para ahorrar espacio y no es una pieza única de carne, sino una mezcla.",0.949575662612915
67,67.0,una de las grandes protagonistas de este plato y que lo diferencia de cualquier otro son las salsas.,las salsas son unas de las grandes protagonistas de este plato y son lo que lo diferencian de cualquier otro.,0.9636796116828918
68,68.0,esta última forma se puede encontrar con mucha frecuencia especialmente en españa.,con frecuencia esta última forma se encuentra especialmente en españa.,0.9649462699890136
69,69.0,esto no es lo único que puede variar ya que el pan puede ser diferente con respecto a quién prepare el platillo.,esto no es lo único que puede cambiar ya que el pan puede variar dependiendo el chef que cocine esta comida.,0.969780683517456
70,70.0,"existe una gran variedad de salsas, más o menos picantes, otras con base láctea pero que hacen que el plato adquiera una gran variedad de aromas y sabores.","existe una gran diversidad de salsas, algunas cuya base es láctea, otras picantes, pero ellas logran hacer que el platillo obtenga una gran gama de olores y sabores.",0.9700210094451904
71,71.0,esto no es lo único que puede variar ya que el pan puede ser diferente con respecto a quién prepare el platillo.,esto no es lo único que puede cambiar ya que dependiendo de quién cocine el platillo el pan puede ser diferente.,0.9834865927696228
72,72.0,"existe una gran variedad de salsas, más o menos picantes, otras con base láctea pero que hacen que el plato adquiera una gran variedad de aromas y sabores.","hay una gran diversidad de salsas, más o menos picantes, otras con base láctea pero que permiten que el plato obtenga una gran variedad de sabores y aromas.",0.9954258799552916
73,73.0,esta última forma se puede encontrar con mucha frecuencia especialmente en españa.,especialmente en españa se puede hallar con mucha frecuencia esta última forma.,0.9980226755142212
74,74.0,el pan de muerto también forma parte de la ofrenda hacia los muertos.,algo que también es elemento de un altar es el pan de muerto.,0.6195023655891418
75,75.0,el evento está lleno de color y misterio en donde cantos y rezos acompañan al espíritu a degustar la comida.,el color y el misterio atestan el evento en el cual se canta y se reza para ir junto al difunto a probar los alimentos.,0.7793794274330139
76,76.0,el pan de muerto también forma parte de la ofrenda hacia los muertos.,otro elemento esencial en el altar para los difuntos es el pan de muerto.,0.7975570559501648
77,77.0,"la popularidad de la comida es considerada como un método muy tradicional, en donde lo importante es el tiempo de convivir de nuevo con aquellos seres queridos.","los alimentos tienen fama ya que se concibe como una forma de costumbre, ahí lo especial es el momento en que pasamos con las personas que queremos.",0.7977712154388428
78,78.0,otras bebidas como el tequila son servidas en envases de barro para mantener el tradicionalismo. puede incluirse cualquier bebida del gusto del difunto.,"para mantener la tradición, se sirven licores como el tequila en recipientes de barro. toda bebida que le gustara al fallecido puede incorporarse.",0.800564169883728
79,79.0,el pan de muerto también forma parte de la ofrenda hacia los muertos.,el pan de muerto es muy representativo en las ofrendas hacia los muertos.,0.8170551657676697
80,80.0,otras bebidas como el tequila son servidas en envases de barro para mantener el tradicionalismo. puede incluirse cualquier bebida del gusto del difunto.,"el tequila, o cualquier otra bebida que le gustará al fallecido, son servidas en tarros de barro.",0.8384743928909302
81,81.0,¿los alimentos pierden su sabor? ¿cómo se llevan los muertos el sabor? ¿cómo albergan su alma y la de los alimentos?,¿la comida ya no sabe a nada? ¿como consumen las almas el sabor? ¿como guardan el alma y la comida?,0.8486858010292053
82,82.0,otras bebidas como el tequila son servidas en envases de barro para mantener el tradicionalismo. puede incluirse cualquier bebida del gusto del difunto.,se sirven en contenedores de barro algunas bebidas como el tequila u otras que hayan sido del agrado de la persona muerta para seguir con esta tradición.,0.8493911623954773
83,83.0,"la popularidad de la comida es considerada como un método muy tradicional, en donde lo importante es el tiempo de convivir de nuevo con aquellos seres queridos.",la comida es considerada popular ya que es una forma tradicional de conectar de nuevo con los que ya no estan.,0.8728721737861633
84,84.0,el pan de muerto también forma parte de la ofrenda hacia los muertos.,el pan de muerto es otra forma de ofrendar a los muertos.,0.8775931596755981
85,85.0,el evento está lleno de color y misterio en donde cantos y rezos acompañan al espíritu a degustar la comida.,"para conducir al alma del difunto a probar los alimentos, se hacen oraciones junto con canciones. este festejo está repleto de colores y misticismo.",0.9066930413246156
86,86.0,¿los alimentos pierden su sabor? ¿cómo se llevan los muertos el sabor? ¿cómo albergan su alma y la de los alimentos?,¿pierde su sabor la comida? ¿cómo transportan el sabor los difuntos? ¿de qué manera alojan su espíritu y la de la comida?,0.9187952280044556
87,87.0,¿los alimentos pierden su sabor? ¿cómo se llevan los muertos el sabor? ¿cómo albergan su alma y la de los alimentos?,¿la comida tiene sabor? ¿cómo pueden quedarse los difuntos con el sabor? ¿de qué manera cuidan de su espíritu y el de la comida?,0.9198426604270936
88,88.0,otras bebidas como el tequila son servidas en envases de barro para mantener el tradicionalismo. puede incluirse cualquier bebida del gusto del difunto.,"las bebidas como el tequila, se sirven en envases de barro para mantener la tradición. puede colocarse cualquier bebida que sea del gusto del difunto.",0.9214400053024292
89,89.0,"la popularidad de la comida es considerada como un método muy tradicional, en donde lo importante es el tiempo de convivir de nuevo con aquellos seres queridos.","la fama de los alimentos es percibida como una manera muy típica, en el cual lo valioso es encontrarse otra vez con las personas amadas.",0.93071848154068
90,90.0,"la popularidad de la comida es considerada como un método muy tradicional, en donde lo importante es el tiempo de convivir de nuevo con aquellos seres queridos.","el prestigio de la comida es considerada como un método demasiado recurrente, en donde lo que importa es el tiempo que se convive de nuevo con los seres queridos.",0.932496190071106
91,91.0,el evento está lleno de color y misterio en donde cantos y rezos acompañan al espíritu a degustar la comida.,"el evento es colorido y está lleno de misterio, donde rezos y cantos se juntan con el espíritu a la hora degustar la comida.",0.938620626926422
92,92.0,el evento está lleno de color y misterio en donde cantos y rezos acompañan al espíritu a degustar la comida.,"el día de muertos está lleno de color y misterio, donde rezos y cantos acompañan al alma del difunto a disfrutar la comida.",0.96696674823761
93,93.0,¿los alimentos pierden su sabor? ¿cómo se llevan los muertos el sabor? ¿cómo albergan su alma y la de los alimentos?,¿los alimentos mantienen su sabor? ¿cómo los muertos sienten el sabor? ¿cómo alojan su alma y la de los alimentos?,0.9837861061096193
94,94.0,"la producción de carne y otros productos animales supone una pesada carga para el medio ambiente, desde cultivos y agua necesarios para alimentar a los animales.",mantener un criadero de animales ha producido un alto impacto en los cultivos y el agua del planeta.,0.6903822422027588
95,95.0,proteger el medio ambiente es beneficioso para todos nosotros y el hecho de ser vegano tiene un impacto positivo en esto.,cuidar el medio ambiente beneficia a todas las personas y ser vegano nos ayuda mucho a este propósito.,0.6918347477912903
96,96.0,proteger el medio ambiente es beneficioso para todos nosotros y el hecho de ser vegano tiene un impacto positivo en esto.,"nosotros somos los beneficiados con la protección del entorno, y la hazaña de ser vegano deja una marca positiva en esto.",0.7085263133049011
97,97.0,proteger el medio ambiente es beneficioso para todos nosotros y el hecho de ser vegano tiene un impacto positivo en esto.,"mantener un estilo de vida vegano trae beneficios a todos, ya que se cuida al medio ambiente.",0.7766633629798889
98,98.0,"incluso los gastos de producción, el transporte y otros procesos involucrados desde la granja a la mesa son elementos detonantes.","si tomamos en cuenta llevar el producto desde la granja a tu mesa, los gastos del producto son muy elevados.",0.8087277412414551
99,99.0,"incluso los gastos de producción, el transporte y otros procesos involucrados desde la granja a la mesa son elementos detonantes.","la cadena productiva, incluyendo transporte, son elementos perjudiciales.",0.8781455755233765
100,100.0,"incluso los gastos de producción, el transporte y otros procesos involucrados desde la granja a la mesa son elementos detonantes.","otro elemento importante a tomar en cuenta es el costo de producción, transporte y demás procesos involucrados en llevar cada alimento a la mesa.",0.8831138014793396
101,101.0,"otra ventaja es que no se debe esperar mucho tiempo para cocinar los alimentos, aunque también se pueden preparar platos delicados, divertidos y sorprendentes y crear delicias.","otro beneficio es que los alimentos no tardan mucho en ser cocinados además platos deliciosos, divertidos, sorprendentes y delicias pueden ser preparados.",0.8925960063934326
102,102.0,"la producción de carne y otros productos animales supone una pesada carga para el medio ambiente, desde cultivos y agua necesarios para alimentar a los animales.","la industria de la carne y otros productos de origen animal conlleva un gran peso para la naturaleza, desde sembradíos y recursos hídricos indispensables para la alimentación del ganado.",0.9034256935119628
103,103.0,"otra ventaja es que no se debe esperar mucho tiempo para cocinar los alimentos, aunque también se pueden preparar platos delicados, divertidos y sorprendentes y crear delicias.","una ventaja más de este estilo de vida es que los alimentos se preparan rápidamente y también se pueden preparar platillos exquisitos, deliciosos, creativos e interesantes.",0.9078246355056764
104,104.0,"aunque no sólo el cuerpo sale beneficiado, pues es posible proteger el medio ambiente porque se requiere menos energía y tierras de cultivo para alimentar a un vegano.","cuidar el planeta es otro de los beneficios, pues alimentar a un vegano explota menos recursos.",0.916239321231842
105,105.0,"aunque no sólo el cuerpo sale beneficiado, pues es posible proteger el medio ambiente porque se requiere menos energía y tierras de cultivo para alimentar a un vegano.",otro de sus beneficios no solo es mantener el cuerpo más saludable si no también proteger el medio ambiente.,0.9185263514518738
106,106.0,"otra ventaja es que no se debe esperar mucho tiempo para cocinar los alimentos, aunque también se pueden preparar platos delicados, divertidos y sorprendentes y crear delicias.","no tener que aguardar tanto para la cocción es otra de las virtudes, pero igualmente se pueden preparar platillos delicatessen, divertidos, etcétera.",0.928739368915558
107,107.0,"la producción de carne y otros productos animales supone una pesada carga para el medio ambiente, desde cultivos y agua necesarios para alimentar a los animales.","la explotación de recursos naturales para generar carne y derivados para consumo, desde cultivos y alimentación de ganado, es excesiva para el planeta.",0.929759919643402
108,108.0,"incluso los gastos de producción, el transporte y otros procesos involucrados desde la granja a la mesa son elementos detonantes.","inclusive los costes para producir la carne, la transportación, otros elementos relacionados desde que comienza en la granja hasta que termina en la mesa son procesos detonantes.",0.9316233396530152
109,109.0,"aunque no sólo el cuerpo sale beneficiado, pues es posible proteger el medio ambiente porque se requiere menos energía y tierras de cultivo para alimentar a un vegano.","pero no solamente el organismo consigue beneficios, sino también es factible preservar el entorno porque es necesaria menos gasto de energía y tierras fértiles para que un vegano sea alimentado.",0.9488301277160645
110,110.0,"aunque no sólo el cuerpo sale beneficiado, pues es posible proteger el medio ambiente porque se requiere menos energía y tierras de cultivo para alimentar a un vegano.","con este estilo de vida no sólo beneficiamos a nuestro cuerpo, también al medio ambiente, ya que se requiere menos energía y campos de cultivo para producir alimento para un vegano.",0.9495481848716736
111,111.0,"otra ventaja es que no se debe esperar mucho tiempo para cocinar los alimentos, aunque también se pueden preparar platos delicados, divertidos y sorprendentes y crear delicias.","puedes crear infinidad de alimentos, no se debe esperar mucho tiempo para cocinar los alimentos.",0.9515625834465028
112,112.0,"la producción de carne y otros productos animales supone una pesada carga para el medio ambiente, desde cultivos y agua necesarios para alimentar a los animales.","para poder producir carne y otros productos de origen animal, se necesita una gran cantidad de agua y de cultivos para alimentar a los animales, lo que supone una carga muy pesada para el medio ambiente.",0.960777461528778
113,113.0,proteger el medio ambiente es beneficioso para todos nosotros y el hecho de ser vegano tiene un impacto positivo en esto.,"el cuidado del medio ambiente es benéfico para todos los seres, en esto el veganismo genera un impacto positivo.",0.964853584766388
114,114.0,no hay muchas sensaciones que se comparen al hecho de salir por la noche y ver cómo preparan un camote con leche o mermelada.,pocas situaciones pueden equipararse al sentimiento de encontrar en un paseo nocturno un camote revestido de leche o mermelada.,0.7714759707450867
115,115.0,y oler el dulce aroma que emana del carrito mientras observas la iluminada avenida por las luces nocturnas.,"esta experiencia se enriquece al ver la avenida iluminada por las luces nocturnas, al tiempo que se percibe el dulce aroma proveniente del carrito.",0.8473532199859619
116,116.0,no hay muchas sensaciones que se comparen al hecho de salir por la noche y ver cómo preparan un camote con leche o mermelada.,"salir por la noche y ver como se prepara un camote con mermelada o leche es, sin duda, una experiencia única e incomparable.",0.868986189365387
