,Unnamed: 0,Unnamed: 0.1,Oración 1,Oración 2,Similitud
20,20.0,20.0,en japón este plato proliferó bajo el concepto de una nueva forma de conservar el pescado.,para quedarse el pescado en japón se multiplico este plato.,0.8010414242744446
21,21.0,21.0,este tipo de sushi se hizo muy popular y pronto se vendía en puestos callejeros en las zonas más humildes de osaka.,por ser el tipo de sushi más común  fue el más vendido en las zonas más pobres de osaka.,0.8028594851493835
22,22.0,22.0,"el pescado es un alimento perecedero, es por esta razón por la que en la antigüedad se empleaban diversos métodos simples como el ahumado o el salazón.","﻿en la antigüedad se usaban mucho el pescado para ahumar y salazar, esto era porque era un alimento que se echaba a perder muy rápido.",0.8117482662200928
23,23.0,23.0,a pesar de todo el sabor del pescado es agradable para el consumo humano (con toques ácidos).,es muy grato el consumo del pescado a pesar del gusto que tiene la gente.,0.8197249174118042
24,24.0,24.0,el resultado era un pescado conservado en una pieza y con un olor desagradable.,"como resultado se obtiene un pescado que se conserva en una pieza, pero con un mal olor.",0.8208589553833008
25,25.0,25.0,en japón este plato proliferó bajo el concepto de una nueva forma de conservar el pescado.,para conservar el pescado en japón se multiplico este plato.,0.8242305517196655
26,26.0,26.0,este tipo de sushi se hizo muy popular y pronto se vendía en puestos callejeros en las zonas más humildes de osaka.,gracias a ser el tipo de sushi más común fue el más vendido en las zonas más pobres de todo osaka.,0.8302443623542786
27,27.0,27.0,"es muy posible que poco a poco se dieran cuenta que el arroz del proceso de fermentación era igualmente comestible, pero un sabor ácido y con un fuerte olor a pescado.",el arroz fermentado fue después descubierto como comestible aunque con un gusto acido y oloroso.,0.8329392075538635
28,28.0,28.0,"los cultivadores de arroz a lo largo del río mekong descubrieron la forma de conservar durante largos períodos de tiempo el pescado en arroz cocido, donde la fermentación proporciona diversos compuestos químicos que aromatizan y proporcionan sabor: ácido láctico y ácido acético (vinagre).","los campesinos que cultivaban arroz  junto al río mekong se dieron cuenta de que podrían conservar el pescado con arroz cocido, ahí, se fermenta y da varios productos químicos que dan aroma y sabor, estos son: ácido láctico y acético, o sea el vinagre.",0.8478379249572754
29,29.0,29.0,"durante el período del imperio mongol que se expandió por el territorio chino, esta forma de conservar el pescado quedó parcialmente olvidada, quizás por ser las costumbres mongolas más carnívoras.",esta manera de conservar al pescado fue olvidada y todo seguro gracias a que las costumbres mongolas fueran las mas carnívoras durante el imperio mongol.,0.8530900478363037
30,30.0,30.0,pero anterior al período mongol el sushi se había expandido por la zona del mar del japón.,pero anterior al periodo mongol ya se había dado a conocer el sushi a lo largo del mar del japón.,0.8541339039802551
31,31.0,31.0,"a esta nueva forma de ingerir el pescado crudo con arroz la denominaron haya-zushi (sushi rápido), debido a que su preparación era mucho más simple y rápida.",como esta nueva preparación de hacer el sushi fue más rápida le llamaron de manera distinta con el nombre de haya-zushi que significa sushi rápido.,0.860528290271759
32,32.0,32.0,esta preparación rápida del sushi es la que se conoce mayoritariamente en la actualidad y su preparación rápida la ha convertido en un elemento de fast food.,hoy en día conocemos esta forma de preparar el sushi rápidamente y la tenemos como una de las comidas del fast food.,0.8630318641662598
33,33.0,33.0,"los cultivadores de arroz a lo largo del río mekong descubrieron la forma de conservar durante largos períodos de tiempo el pescado en arroz cocido, donde la fermentación proporciona diversos compuestos químicos que aromatizan y proporcionan sabor: ácido láctico y ácido acético (vinagre).","los habitantes a lo largo del río mekong que cultivaban arroz descubrieron  que podían conservar el pescado en arroz cocido por mucho tiempo, ya que mediante la fermentación se producen varios compuestos químicos que aromatizan y dan sabor: ácido láctico y ácido acético.",0.8635752201080322
34,34.0,34.0,"es muy posible que poco a poco se dieran cuenta que el arroz del proceso de fermentación era igualmente comestible, pero un sabor ácido y con un fuerte olor a pescado.","poco a poco, la gente vio que también el arroz se podía comer, sólo que apestaba a pescado y sabía ácido.",0.8649933934211731
35,35.0,35.0,el resultado era un pescado conservado en una pieza y con un olor desagradable.,lo que concluyo del pescado conservado  fue un muy mal olor y en una sola pieza.,0.8652371168136597
36,36.0,36.0,"durante el período del imperio mongol que se expandió por el territorio chino, esta forma de conservar el pescado quedó parcialmente olvidada, quizás por ser las costumbres mongolas más carnívoras.","fue durante el imperio de los mongoles que se expendió esta receta por china, luego fue olvidada.",0.8672930002212524
37,37.0,37.0,"a esta nueva forma de ingerir el pescado crudo con arroz la denominaron haya-zushi (sushi rápido), debido a que su preparación era mucho más simple y rápida.","la nueva forma de comer así pescado crudo con arroz le llamaron sushi rápido, pues era simple y mucho más rápido prepararlo.",0.8683885335922241
38,38.0,38.0,en la época del siglo xvii se inventaba el vinagre de arroz y pronto cambiaría la forma de comer el nare-zushi (narezushi).,el vinagre de arroz se invento en el siglo xvii y así modificar la manera en la que se comía el nare-zushi.,0.8716208934783936
39,39.0,39.0,"la forma de conservar el pescado en salazón era aplicable a las poblaciones que vivían a lo largo del río mekong, hoy en día es conocida en japón con el nombre de shiokara, una especie de salsa de pescado (similar al garum romano).","la manera de conservar el pescado en salazón lo efectuaban los pobladores a lo largo del río mekong, con lo que hoy se conoce en japón como shiokara, un tipo de salsa de pescado muy parecida al garum romano.",0.872567892074585
40,40.0,40.0,"a esta nueva forma de ingerir el pescado crudo con arroz la denominaron haya-zushi (sushi rápido), debido a que su preparación era mucho más simple y rápida.","a partir de ese momento, surgió el hayasushi, cuya preparación era veloz y fácil.",0.8865792751312256
41,41.0,41.0,"una de las referencias escritas más tempranas sobre el uso del sushi en japón data del año 718 como parte de un tratado de leyes denominado yororitsuryo, en el se hace referencia al uso del sushi como forma de pago de impuestos.","gracias a esta última técnica, en 718 el sushi hace acto de aparición en japón, pero más que un alimento, el sushi se utilizaba como forma de pago de impuestos, lo cual estaba estipulado en una ley llamada yororitsuryo.",0.8867501020431519
42,42.0,42.0,este tipo de sushi se hizo muy popular y pronto se vendía en puestos callejeros en las zonas más humildes de osaka.,"esta variedad de sushi se convirtió en la hizo más popular, de forma que rápido se llegó a vender en la calle de los barrios pobres de osaka.",0.8882438540458679
43,43.0,43.0,"durante el período del imperio mongol que se expandió por el territorio chino, esta forma de conservar el pescado quedó parcialmente olvidada, quizás por ser las costumbres mongolas más carnívoras.","en el reino mongol prácticamente ninguna técnica de conservación de sushi se desarrollo, ya que ellos eran partidarios más por la carne.",0.8893148303031921
44,44.0,44.0,"el descubrimiento del vinagre de arroz, hizo que se mezclase el vinagre con el arroz recién cocinado y se descubriera que no era necesario fermentar el pescado para obtener los sabores y aromas del nare-sushi.","por otro lado, describir el vinagre con arroz recién hecho, provocó el descubrimiento de la inutilidad de fermentar el pescado para que supiera a naresushi.",0.8914620876312256
45,45.0,45.0,"el pescado es un alimento perecedero, es por esta razón por la que en la antigüedad se empleaban diversos métodos simples como el ahumado o el salazón.",en la antigüedad se empleaban diversos métodos simples como el ahumado o el salazón del pescado para conservarlo.,0.8999598026275635
46,46.0,46.0,esta preparación rápida del sushi es la que se conoce mayoritariamente en la actualidad y su preparación rápida la ha convertido en un elemento de fast food.,la elaboración del sushi rápido es la que se conoce mas como comida-rápida o fast- food en el presente.,0.9003869295120239
47,47.0,47.0,en japón este plato proliferó bajo el concepto de una nueva forma de conservar el pescado.,"en cambio, en el siglo xvii se desarrolló en japón una nueva técnica de conservación del pescado, una basada en vinagre de arroz.",0.9067179560661316
48,48.0,48.0,"los cultivadores de arroz a lo largo del río mekong descubrieron la forma de conservar durante largos períodos de tiempo el pescado en arroz cocido, donde la fermentación proporciona diversos compuestos químicos que aromatizan y proporcionan sabor: ácido láctico y ácido acético (vinagre).","en el rio mekong se han encontrado maneras de mantener el pescado en arroz cocido en conserva gracias a los conservadores de arroz, se producían distintos químicos que perfuman y proporcionan sabor: acido láctico y acido acético (vinagre).",0.9107876420021056
49,49.0,49.0,las poblaciones de la costa no necesitaban aplicar estos métodos de conservación ya que disponían de pescado durante todo el año.,no era necesario usar estos métodos de conservar el pescado en las poblaciones de la costa porque el pescado lo tenían todo el año.,0.913743495941162
50,50.0,50.0,"su preparación posterior, tras sacarlo de las ánforas era simple: se le quitaban las entrañas, se tiraba el arroz y la carne se disponía en piezas para su consumo.","después de ponerlo fuera de los recipientes que mencionamos antes, es muy fácil prepararlo; se le quitan las tripas, se tira a la basura el arroz y se dispersa en pedazos para comerse.",0.914774477481842
51,51.0,51.0,este tipo de sushi se hizo muy popular y pronto se vendía en puestos callejeros en las zonas más humildes de osaka.,este alimento se hizo conocido y se empezó a vender mucho en las calles pobres de osaka.,0.9148247241973876
52,52.0,52.0,"la forma de conservar el pescado en salazón era aplicable a las poblaciones que vivían a lo largo del río mekong, hoy en día es conocida en japón con el nombre de shiokara, una especie de salsa de pescado (similar al garum romano).","el método para conservar sazonado el pescado solía ser factible de realizarse en los pueblos que existían en el río mekong, actualmente se le conoce como shiokara en japón, es una tipo de salsa de pescado.",0.9157007336616516
53,53.0,53.0,las poblaciones de la costa no necesitaban aplicar estos métodos de conservación ya que disponían de pescado durante todo el año.,"por supuesto están técnicas sólo las utilizaban regiones donde no había abastecimiento de pescado, pero en zonas donde sí lo había, como las de la costa, no necesitaban de estas técnicas de conservación.",0.9172622561454772
54,54.0,54.0,"el pescado es un alimento perecedero, es por esta razón por la que en la antigüedad se empleaban diversos métodos simples como el ahumado o el salazón.","el alimento marino con aletas y escamas es una comida que se descompone con el tiempo, por eso en tiempos antiguos solían usarse varias formas sencillas como el ahumado o la salación.",0.9264497756958008
55,55.0,55.0,en la época del siglo xvii se inventaba el vinagre de arroz y pronto cambiaría la forma de comer el nare-zushi (narezushi).,"en el siglo diecisiete, partir de la receta antes dicha, surgió el vinagre de arroz como una nueva forma de comer el narezushi.",0.9289631843566896
56,56.0,56.0,el resultado era un pescado conservado en una pieza y con un olor desagradable.,"de esto, resultó un pescado conservado en un solo trozo y con mal olor.",0.9314481616020204
57,57.0,57.0,pero anterior al período mongol el sushi se había expandido por la zona del mar del japón.,el sushi se fue extendiendo por la zona del mar de japón antes del periodo mongol.,0.9326603412628174
58,58.0,58.0,el resultado era un pescado conservado en una pieza y con un olor desagradable.,lo que resulta era un pescado conservado en una pieza y con un aroma desagradable.,0.9340998530387878
59,59.0,59.0,"la forma de conservar el pescado en salazón era aplicable a las poblaciones que vivían a lo largo del río mekong, hoy en día es conocida en japón con el nombre de shiokara, una especie de salsa de pescado (similar al garum romano).",en el rio mekong ahora en japón conocido como shiokara han creado una manera de  mantener al pescado en salazón y así inventar una clase de salsa de pescado muy parecida al garum romano.,0.9357547760009766
60,60.0,60.0,"una de las referencias escritas más tempranas sobre el uso del sushi en japón data del año 718 como parte de un tratado de leyes denominado yororitsuryo, en el se hace referencia al uso del sushi como forma de pago de impuestos.","hay testimonios de que como parte de las leyes del tratado llamado yororitsuryo, en el año 718 el sushi se utilizaba para pagar impuestos.",0.9382779598236084
61,61.0,61.0,el proceso que se empleaba en china era muy novedoso se dejaba enmohecer el arroz con aspergillus oryzae que tiene un aspecto de polvo verde y se metían los pescados enteros en ánforas bien selladas.,el proceso empleado en china fue muy novedoso: se enmohecía el arroz con una enzima parecida a un polvo verdoso y se introducía todo el pescado en recipientes cerrados.,0.9426700472831726
62,62.0,62.0,"el moho se dedica a consumir los hidratos de carbono existentes en el arroz debido a la acción de los enzimas, éstos poseen la capacidad de transformar las cadenas complejas de hidratos de carbono presentes en arroz azúcares simples (glucosa), de la misma forma estos enzimas digestivos del propio pescado rompen las proteínas de su carne para obtener los diferentes aminoácidos.","el moho consume los hidratos de carbono del arroz (por la acción de los enzimas), que transforman las cadenas de hidratos de carbono en glucosa.",0.943207621574402
63,63.0,63.0,"su preparación posterior, tras sacarlo de las ánforas era simple: se le quitaban las entrañas, se tiraba el arroz y la carne se disponía en piezas para su consumo.","para prepararlo después, se sacaba de las ánforas, se le retiraban las entrañas, el arroz se retiraba y ya entonces se ponía la carne en piezas para comerse.",0.9448429942131042
64,64.0,64.0,"durante el período del imperio mongol que se expandió por el territorio chino, esta forma de conservar el pescado quedó parcialmente olvidada, quizás por ser las costumbres mongolas más carnívoras.","durante le época del imperio mongol se expandió el territorio chino, esta forma de conservar el pescado quedo prácticamente en el olvido, tal vez por la costumbres mongolas mas carnívoras.",0.9473892450332642
65,65.0,65.0,"el moho se dedica a consumir los hidratos de carbono existentes en el arroz debido a la acción de los enzimas, éstos poseen la capacidad de transformar las cadenas complejas de hidratos de carbono presentes en arroz azúcares simples (glucosa), de la misma forma estos enzimas digestivos del propio pescado rompen las proteínas de su carne para obtener los diferentes aminoácidos.","el moho consume los carbohidratos de carbono que hay en el arroz por medio de la acción las enzimas, quienes tienen la función de hacer que las cadenas complejas de hidratos de carbono del arroz se hagan azúcares  simples, o sea glucosa, así mismo, las enzimas digestivas del mismo pescado rompen las proteínas de su cuerpo para hacer varios aminoácidos.",0.9491982460021972
66,66.0,66.0,a pesar de todo el sabor del pescado es agradable para el consumo humano (con toques ácidos).,aun así con todo el sabor del pescado es agradable para el consumo humano (con toques ácidos).,0.9498499631881714
67,67.0,67.0,"es muy posible que poco a poco se dieran cuenta que el arroz del proceso de fermentación era igualmente comestible, pero un sabor ácido y con un fuerte olor a pescado.","posiblemente se fueron dando cuenta que este arroz del proceso de fermentación también era comestible, aunque con un elevado olor a pescado y sabor ácido.",0.949908435344696
68,68.0,68.0,"este método de conservación de pescados enteros, hace además que los propios enzimas del pescado generen un potente saborizante denominado inosina monofosfato (imp).","a esta forma de conservación de pescados enteros, hace que los enzimas del pescado hacen un fuerte saborizante llamada inosina monofosfato (imp).",0.9533770680427552
69,69.0,69.0,"los cultivadores de arroz a lo largo del río mekong descubrieron la forma de conservar durante largos períodos de tiempo el pescado en arroz cocido, donde la fermentación proporciona diversos compuestos químicos que aromatizan y proporcionan sabor: ácido láctico y ácido acético (vinagre).","la gente que cultivaba arroz a lo largo del rio mekong encontraron la manera de conservar durante largo tiempo el pescado en arroz cocido, donde la fermentación proporciona diversos compuestos químicos que aromatizan y dejan un sabor ácido láctico y ácido acético (vinagre).",0.953558623790741
70,70.0,70.0,el proceso que se empleaba en china era muy novedoso se dejaba enmohecer el arroz con aspergillus oryzae que tiene un aspecto de polvo verde y se metían los pescados enteros en ánforas bien selladas.,"para el sushi en china se usaba un proceso innovador, para eso se necesita dejar el arroz con aspergillus oryzae a que se enmohezca, este tiene una apariencia de polvo verde; después en un cántaro  bien cerrado se mete el pescado.",0.956469714641571
71,71.0,71.0,"es muy posible que poco a poco se dieran cuenta que el arroz del proceso de fermentación era igualmente comestible, pero un sabor ácido y con un fuerte olor a pescado.","es muy probable que con el paso del tiempo se den cuenta que el arroz del proceso de fermentación se comía también, pero un sabor ácido y con fuerte aroma a pescado.",0.9575724005699158
72,72.0,72.0,el proceso que se empleaba en china era muy novedoso se dejaba enmohecer el arroz con aspergillus oryzae que tiene un aspecto de polvo verde y se metían los pescados enteros en ánforas bien selladas.,la técnica que se usaba en china era en extremo nueva el arroz se permitía que el arroz se llenara del moho aspergillus oryzae que parece polvo verde y se revolcaban enteros los alimentos en recipientes bien sellados.,0.9581624269485474
73,73.0,73.0,"su preparación posterior, tras sacarlo de las ánforas era simple: se le quitaban las entrañas, se tiraba el arroz y la carne se disponía en piezas para su consumo.","para su elaboración se necesitaba quitarle las ánforas, primero se le extraen las entrañas, después se tira el arroz y la carne se coloca en trozos para su comerse.",0.9628828763961792
74,74.0,74.0,"el descubrimiento del vinagre de arroz, hizo que se mezclase el vinagre con el arroz recién cocinado y se descubriera que no era necesario fermentar el pescado para obtener los sabores y aromas del nare-sushi.","cuando se descubrió el vinagre de arroz, se encontró que al mezclar el vinagre con el arroz recién cocinado ya no era necesario tener que fermentar el pescado para obtener el sabor y el aroma del nare-sushi.",0.967788577079773
75,75.0,75.0,"el descubrimiento del vinagre de arroz, hizo que se mezclase el vinagre con el arroz recién cocinado y se descubriera que no era necesario fermentar el pescado para obtener los sabores y aromas del nare-sushi.","el descubrir el vinagre de arroz, hizo que se mezcle el vinagre con el arroz recién cocinado y se descubriera que no es necesario fermentar el pescado para obtener.",0.9739543199539183
76,76.0,76.0,"el descubrimiento del vinagre de arroz, hizo que se mezclase el vinagre con el arroz recién cocinado y se descubriera que no era necesario fermentar el pescado para obtener los sabores y aromas del nare-sushi.",cuando el vinagre de arroz fue revelado se descubrió que no se necesitaba fermentar el pescado para conseguir la degustación y fragancia del nare-zushi y además se tenía que combinar el vinagre con el arroz recién cocido.,0.9744821190834044
77,77.0,77.0,"el moho se dedica a consumir los hidratos de carbono existentes en el arroz debido a la acción de los enzimas, éstos poseen la capacidad de transformar las cadenas complejas de hidratos de carbono presentes en arroz azúcares simples (glucosa), de la misma forma estos enzimas digestivos del propio pescado rompen las proteínas de su carne para obtener los diferentes aminoácidos.","los enzimas que están en el moho tienen la disposición de alterar las complejas cadenas de hidratos de carbono que existen en el arroz azucares simples (glucosa), y ese moho tiene la finalidad de consumir los hidratos de carbono que existen y así los enzimas digestivos del pescado quiebren las proteínas de su carne para  adquirir los distintos aminoácidos del arroz.",0.9756228923797609
78,78.0,78.0,"el moho se dedica a consumir los hidratos de carbono existentes en el arroz debido a la acción de los enzimas, éstos poseen la capacidad de transformar las cadenas complejas de hidratos de carbono presentes en arroz azúcares simples (glucosa), de la misma forma estos enzimas digestivos del propio pescado rompen las proteínas de su carne para obtener los diferentes aminoácidos.","el moho se dedica a consumir los hidratos de carbono existentes en el arroz ya que la acción de los enzimas, poseen la capacidad de convertir las cadenas complejas de hidratos de carbono que están en el arroz azucares simples (glucosa) de este modo los enzimas digestivos del propio pescado rompen las proteínas pera tener  los distintos aminoácidos.",0.9766836762428284
79,79.0,79.0,"la forma de conservar el pescado en salazón era aplicable a las poblaciones que vivían a lo largo del río mekong, hoy en día es conocida en japón con el nombre de shiokara, una especie de salsa de pescado (similar al garum romano).","una manera de mantener el pescado en salazón era usada en las poblaciones que vivían a lo largo del rio mekong, ahora es conocida en japón con el nombre de shiokara, una larga especie de salsa de pescado (similar al gurum romano).",0.9831135272979736
80,80.0,80.0,"su preparación posterior, tras sacarlo de las ánforas era simple: se le quitaban las entrañas, se tiraba el arroz y la carne se disponía en piezas para su consumo.","su preparación posterior, tras sacarlo de las ánforas era simple: se le la carne se disponía en piezas para su consumo, se le quitaban las entrañas y se tiraba el arroz.",0.9845014214515686
81,81.0,81.0,las poblaciones de la costa no necesitaban aplicar estos métodos de conservación ya que disponían de pescado durante todo el año.,las poblaciones de la costa no necesitaban usar estos procedimientos de conservación porque  tenían pescado durante todo el año.,0.9851903915405272
82,82.0,82.0,"una de las referencias escritas más tempranas sobre el uso del sushi en japón data del año 718 como parte de un tratado de leyes denominado yororitsuryo, en el se hace referencia al uso del sushi como forma de pago de impuestos.","una de las referencias escritas mas anteriores sobre el uso del sushi en japón del año 718como parte de un tratado de leyes denominado yororitsuyo, en el se hace un informe al uso del sushi como forma de pago de impuestos.",0.991514265537262
83,83.0,83.0,el proceso que se empleaba en china era muy novedoso se dejaba enmohecer el arroz con aspergillus oryzae que tiene un aspecto de polvo verde y se metían los pescados enteros en ánforas bien selladas.,"el procedimiento que se hacía en china era muy efectivo, se dejaba enmohecer el arroz con aspergillus oryzae que tiene un parecido de polvo verde y se metían los pescados enteros en ánforas bien selladas.",0.9958136081695556
84,0.0,0.0,"la empresa de catering caterers bubble, de londres, incorpora técnicas moleculares en gran parte de su menú.",caterers bubble es un restaurante de londres con un menú que incorpora técnicas moleculares.,0.5809268355369568
85,1.0,1.0,"dos décadas después de acuñado, el término gastronomía molecular le disgusta a algunos chefs.","después de veinte años de fraguado, la denominación ‘gastronomía molecular’ no es del agrado de algunos chefs.",0.6053171753883362
86,2.0,2.0,"dos décadas después de acuñado, el término gastronomía molecular le disgusta a algunos chefs.","“cocina molecular” es un término, acuñado hace más de veinte años, que no gusta entre algunos chefs.",0.6194369792938232
87,3.0,3.0,el elemento teatral de la cocina molecular también es muy atractivo para algunos.,las nuevas técnicas inusuales en la cocina molecular han sido tendencia.,0.6222376227378845
88,4.0,4.0,"dos décadas después de acuñado, el término gastronomía molecular le disgusta a algunos chefs.","""gastronomía molecular"" es una expresión poco agradable para algunos chefs, aún después de 20 años de su acuñación.",0.6331056356430054
89,5.0,5.0,los sabores más delicados pueden preservarse con un poco de ciencia.,la ciencia ha permitido que los sabores más delicados se conserven.,0.6474304795265198
90,6.0,6.0,"los principios básicos de higiene deben respetarse, incluido lavarse las manos antes de tocarla.",uno debe tener mucha higiene al cocinar como lo es lavarse las manos antes de hacer algo.,0.6502782106399536
91,7.0,7.0,los sabores más delicados pueden preservarse con un poco de ciencia.,"por ejemplo, si el sabor es muy fino, éste puede mantenerse mejor aplicando cuestiones científicas.",0.6841843128204346
92,8.0,8.0,"dos décadas después de acuñado, el término gastronomía molecular le disgusta a algunos chefs.","después de 20 años acuñado el término, el término gastronomía molecular no es del agrado de algunos chefs.",0.6887786984443665
93,9.0,9.0,"dos décadas después de acuñado, el término gastronomía molecular le disgusta a algunos chefs.",el vocablo gastronomía molecular no es del gusto de algunos cocineros aún veinte años después de ser acuñado.,0.6935948729515076
94,10.0,10.0,"los principios básicos de higiene deben respetarse, incluido lavarse las manos antes de tocarla.","la higiene más fundamental tiene que estar presente siempre, higienizarse antes de manipularla no es la exepción.",0.6971277594566345
95,11.0,11.0,"no obstante, cabe preguntarse cuánto de su influencia culinaria va a resistir el paso del tiempo.",pero falta cuestionarse si su influencia culinaria se mantendrá vigente.,0.7052128314971924
96,12.0,12.0,"no obstante, cabe preguntarse cuánto de su influencia culinaria va a resistir el paso del tiempo.","sin embargo, es interesante saber si esta influencia en la cocina perdurará.",0.706899106502533
97,13.0,13.0,los sabores más delicados pueden preservarse con un poco de ciencia.,gracias a la ciencia el sabor más ligero al paladar puede prevalecer.,0.7091269493103027
98,14.0,14.0,son empleadas normalmente para describir el estudio de cómo los alimentos cambian cuando se cocinan.,"su uso, por lo regular es dado para caracterizar académicamente las transformaciones ocurridas en la comida al ser preparadas.",0.7188345789909363
99,15.0,15.0,el elemento teatral de la cocina molecular también es muy atractivo para algunos.,para algunas personas no sólo les atrae la parte químico-científica sino también lo teatral de la cocina molecular.,0.7203172445297241
100,16.0,16.0,los sabores más delicados pueden preservarse con un poco de ciencia.,gracias a la ciencia es que se han podido mantener sabores finos y sensibles.,0.7258365750312805
101,17.0,17.0,son empleadas normalmente para describir el estudio de cómo los alimentos cambian cuando se cocinan.,"usualmente, sirven para explicar la manera en que la comida presenta cambios al ser cocinada.",0.7287365794181824
102,18.0,18.0,son empleadas normalmente para describir el estudio de cómo los alimentos cambian cuando se cocinan.,son usados comúnmente para denotar a la ciencia de la transformación de los alimentos al prepararlos.,0.7302426695823669
103,19.0,19.0,el elemento teatral de la cocina molecular también es muy atractivo para algunos.,algunas personas también se sienten atraídos por la parte teatral de la cocina molecular.,0.7338904738426208
104,20.0,20.0,"los principios básicos de higiene deben respetarse, incluido lavarse las manos antes de tocarla.","la higiene debe prevalecer sin importar lo buena que sea la técnica de cocción, las manos siempre deben estar limpias a la hora de tocar la carne.",0.7379804849624634
