,Oración 1,Oración 2
38,"el descubrimiento del vinagre de arroz, hizo que se mezclase el vinagre con el arroz recién cocinado y se descubriera que no era necesario fermentar el pescado para obtener los sabores y aromas del nare-sushi.","por otro lado, describir el vinagre con arroz recién hecho, provocó el descubrimiento de la inutilidad de fermentar el pescado para que supiera a naresushi."
39,"el pescado es un alimento perecedero, es por esta razón por la que en la antigüedad se empleaban diversos métodos simples como el ahumado o el salazón.",en la antigüedad se empleaban diversos métodos simples como el ahumado o el salazón del pescado para conservarlo.
40,en japón este plato proliferó bajo el concepto de una nueva forma de conservar el pescado.,"en cambio, en el siglo xvii se desarrolló en japón una nueva técnica de conservación del pescado, una basada en vinagre de arroz."
41,"los cultivadores de arroz a lo largo del río mekong descubrieron la forma de conservar durante largos períodos de tiempo el pescado en arroz cocido, donde la fermentación proporciona diversos compuestos químicos que aromatizan y proporcionan sabor: ácido láctico y ácido acético (vinagre).","en el rio mekong se han encontrado maneras de mantener el pescado en arroz cocido en conserva gracias a los conservadores de arroz, se producían distintos químicos que perfuman y proporcionan sabor: acido láctico y acido acético (vinagre)."
42,las poblaciones de la costa no necesitaban aplicar estos métodos de conservación ya que disponían de pescado durante todo el año.,no era necesario usar estos métodos de conservar el pescado en las poblaciones de la costa porque el pescado lo tenían todo el año.
43,"su preparación posterior, tras sacarlo de las ánforas era simple: se le quitaban las entrañas, se tiraba el arroz y la carne se disponía en piezas para su consumo.","después de ponerlo fuera de los recipientes que mencionamos antes, es muy fácil prepararlo; se le quitan las tripas, se tira a la basura el arroz y se dispersa en pedazos para comerse."
44,este tipo de sushi se hizo muy popular y pronto se vendía en puestos callejeros en las zonas más humildes de osaka.,este alimento se hizo conocido y se empezó a vender mucho en las calles pobres de osaka.
45,"la forma de conservar el pescado en salazón era aplicable a las poblaciones que vivían a lo largo del río mekong, hoy en día es conocida en japón con el nombre de shiokara, una especie de salsa de pescado (similar al garum romano).","el método para conservar sazonado el pescado solía ser factible de realizarse en los pueblos que existían en el río mekong, actualmente se le conoce como shiokara en japón, es una tipo de salsa de pescado."
46,las poblaciones de la costa no necesitaban aplicar estos métodos de conservación ya que disponían de pescado durante todo el año.,"por supuesto están técnicas sólo las utilizaban regiones donde no había abastecimiento de pescado, pero en zonas donde sí lo había, como las de la costa, no necesitaban de estas técnicas de conservación."
47,"el pescado es un alimento perecedero, es por esta razón por la que en la antigüedad se empleaban diversos métodos simples como el ahumado o el salazón.","el alimento marino con aletas y escamas es una comida que se descompone con el tiempo, por eso en tiempos antiguos solían usarse varias formas sencillas como el ahumado o la salación."
48,en la época del siglo xvii se inventaba el vinagre de arroz y pronto cambiaría la forma de comer el nare-zushi (narezushi).,"en el siglo diecisiete, partir de la receta antes dicha, surgió el vinagre de arroz como una nueva forma de comer el narezushi."
49,el resultado era un pescado conservado en una pieza y con un olor desagradable.,"de esto, resultó un pescado conservado en un solo trozo y con mal olor."
50,pero anterior al período mongol el sushi se había expandido por la zona del mar del japón.,el sushi se fue extendiendo por la zona del mar de japón antes del periodo mongol.
51,el resultado era un pescado conservado en una pieza y con un olor desagradable.,lo que resulta era un pescado conservado en una pieza y con un aroma desagradable.
52,"la forma de conservar el pescado en salazón era aplicable a las poblaciones que vivían a lo largo del río mekong, hoy en día es conocida en japón con el nombre de shiokara, una especie de salsa de pescado (similar al garum romano).",en el rio mekong ahora en japón conocido como shiokara han creado una manera de  mantener al pescado en salazón y así inventar una clase de salsa de pescado muy parecida al garum romano.
53,"una de las referencias escritas más tempranas sobre el uso del sushi en japón data del año 718 como parte de un tratado de leyes denominado yororitsuryo, en el se hace referencia al uso del sushi como forma de pago de impuestos.","hay testimonios de que como parte de las leyes del tratado llamado yororitsuryo, en el año 718 el sushi se utilizaba para pagar impuestos."
54,el proceso que se empleaba en china era muy novedoso se dejaba enmohecer el arroz con aspergillus oryzae que tiene un aspecto de polvo verde y se metían los pescados enteros en ánforas bien selladas.,el proceso empleado en china fue muy novedoso: se enmohecía el arroz con una enzima parecida a un polvo verdoso y se introducía todo el pescado en recipientes cerrados.
55,"el moho se dedica a consumir los hidratos de carbono existentes en el arroz debido a la acción de los enzimas, éstos poseen la capacidad de transformar las cadenas complejas de hidratos de carbono presentes en arroz azúcares simples (glucosa), de la misma forma estos enzimas digestivos del propio pescado rompen las proteínas de su carne para obtener los diferentes aminoácidos.","el moho consume los hidratos de carbono del arroz (por la acción de los enzimas), que transforman las cadenas de hidratos de carbono en glucosa."
56,"su preparación posterior, tras sacarlo de las ánforas era simple: se le quitaban las entrañas, se tiraba el arroz y la carne se disponía en piezas para su consumo.","para prepararlo después, se sacaba de las ánforas, se le retiraban las entrañas, el arroz se retiraba y ya entonces se ponía la carne en piezas para comerse."
57,"durante el período del imperio mongol que se expandió por el territorio chino, esta forma de conservar el pescado quedó parcialmente olvidada, quizás por ser las costumbres mongolas más carnívoras.","durante le época del imperio mongol se expandió el territorio chino, esta forma de conservar el pescado quedo prácticamente en el olvido, tal vez por la costumbres mongolas mas carnívoras."
58,"el moho se dedica a consumir los hidratos de carbono existentes en el arroz debido a la acción de los enzimas, éstos poseen la capacidad de transformar las cadenas complejas de hidratos de carbono presentes en arroz azúcares simples (glucosa), de la misma forma estos enzimas digestivos del propio pescado rompen las proteínas de su carne para obtener los diferentes aminoácidos.","el moho consume los carbohidratos de carbono que hay en el arroz por medio de la acción las enzimas, quienes tienen la función de hacer que las cadenas complejas de hidratos de carbono del arroz se hagan azúcares  simples, o sea glucosa, así mismo, las enzimas digestivas del mismo pescado rompen las proteínas de su cuerpo para hacer varios aminoácidos."
59,a pesar de todo el sabor del pescado es agradable para el consumo humano (con toques ácidos).,aun así con todo el sabor del pescado es agradable para el consumo humano (con toques ácidos).
60,"es muy posible que poco a poco se dieran cuenta que el arroz del proceso de fermentación era igualmente comestible, pero un sabor ácido y con un fuerte olor a pescado.","posiblemente se fueron dando cuenta que este arroz del proceso de fermentación también era comestible, aunque con un elevado olor a pescado y sabor ácido."
61,"este método de conservación de pescados enteros, hace además que los propios enzimas del pescado generen un potente saborizante denominado inosina monofosfato (imp).","a esta forma de conservación de pescados enteros, hace que los enzimas del pescado hacen un fuerte saborizante llamada inosina monofosfato (imp)."
62,"los cultivadores de arroz a lo largo del río mekong descubrieron la forma de conservar durante largos períodos de tiempo el pescado en arroz cocido, donde la fermentación proporciona diversos compuestos químicos que aromatizan y proporcionan sabor: ácido láctico y ácido acético (vinagre).","la gente que cultivaba arroz a lo largo del rio mekong encontraron la manera de conservar durante largo tiempo el pescado en arroz cocido, donde la fermentación proporciona diversos compuestos químicos que aromatizan y dejan un sabor ácido láctico y ácido acético (vinagre)."
63,el proceso que se empleaba en china era muy novedoso se dejaba enmohecer el arroz con aspergillus oryzae que tiene un aspecto de polvo verde y se metían los pescados enteros en ánforas bien selladas.,"para el sushi en china se usaba un proceso innovador, para eso se necesita dejar el arroz con aspergillus oryzae a que se enmohezca, este tiene una apariencia de polvo verde; después en un cántaro  bien cerrado se mete el pescado."
64,"es muy posible que poco a poco se dieran cuenta que el arroz del proceso de fermentación era igualmente comestible, pero un sabor ácido y con un fuerte olor a pescado.","es muy probable que con el paso del tiempo se den cuenta que el arroz del proceso de fermentación se comía también, pero un sabor ácido y con fuerte aroma a pescado."
65,el proceso que se empleaba en china era muy novedoso se dejaba enmohecer el arroz con aspergillus oryzae que tiene un aspecto de polvo verde y se metían los pescados enteros en ánforas bien selladas.,la técnica que se usaba en china era en extremo nueva el arroz se permitía que el arroz se llenara del moho aspergillus oryzae que parece polvo verde y se revolcaban enteros los alimentos en recipientes bien sellados.
66,"su preparación posterior, tras sacarlo de las ánforas era simple: se le quitaban las entrañas, se tiraba el arroz y la carne se disponía en piezas para su consumo.","para su elaboración se necesitaba quitarle las ánforas, primero se le extraen las entrañas, después se tira el arroz y la carne se coloca en trozos para su comerse."
67,"el descubrimiento del vinagre de arroz, hizo que se mezclase el vinagre con el arroz recién cocinado y se descubriera que no era necesario fermentar el pescado para obtener los sabores y aromas del nare-sushi.","cuando se descubrió el vinagre de arroz, se encontró que al mezclar el vinagre con el arroz recién cocinado ya no era necesario tener que fermentar el pescado para obtener el sabor y el aroma del nare-sushi."
68,"el descubrimiento del vinagre de arroz, hizo que se mezclase el vinagre con el arroz recién cocinado y se descubriera que no era necesario fermentar el pescado para obtener los sabores y aromas del nare-sushi.","el descubrir el vinagre de arroz, hizo que se mezcle el vinagre con el arroz recién cocinado y se descubriera que no es necesario fermentar el pescado para obtener."
69,"el descubrimiento del vinagre de arroz, hizo que se mezclase el vinagre con el arroz recién cocinado y se descubriera que no era necesario fermentar el pescado para obtener los sabores y aromas del nare-sushi.",cuando el vinagre de arroz fue revelado se descubrió que no se necesitaba fermentar el pescado para conseguir la degustación y fragancia del nare-zushi y además se tenía que combinar el vinagre con el arroz recién cocido.
70,"el moho se dedica a consumir los hidratos de carbono existentes en el arroz debido a la acción de los enzimas, éstos poseen la capacidad de transformar las cadenas complejas de hidratos de carbono presentes en arroz azúcares simples (glucosa), de la misma forma estos enzimas digestivos del propio pescado rompen las proteínas de su carne para obtener los diferentes aminoácidos.","los enzimas que están en el moho tienen la disposición de alterar las complejas cadenas de hidratos de carbono que existen en el arroz azucares simples (glucosa), y ese moho tiene la finalidad de consumir los hidratos de carbono que existen y así los enzimas digestivos del pescado quiebren las proteínas de su carne para  adquirir los distintos aminoácidos del arroz."
71,"el moho se dedica a consumir los hidratos de carbono existentes en el arroz debido a la acción de los enzimas, éstos poseen la capacidad de transformar las cadenas complejas de hidratos de carbono presentes en arroz azúcares simples (glucosa), de la misma forma estos enzimas digestivos del propio pescado rompen las proteínas de su carne para obtener los diferentes aminoácidos.","el moho se dedica a consumir los hidratos de carbono existentes en el arroz ya que la acción de los enzimas, poseen la capacidad de convertir las cadenas complejas de hidratos de carbono que están en el arroz azucares simples (glucosa) de este modo los enzimas digestivos del propio pescado rompen las proteínas pera tener  los distintos aminoácidos."
72,"la forma de conservar el pescado en salazón era aplicable a las poblaciones que vivían a lo largo del río mekong, hoy en día es conocida en japón con el nombre de shiokara, una especie de salsa de pescado (similar al garum romano).","una manera de mantener el pescado en salazón era usada en las poblaciones que vivían a lo largo del rio mekong, ahora es conocida en japón con el nombre de shiokara, una larga especie de salsa de pescado (similar al gurum romano)."
73,"su preparación posterior, tras sacarlo de las ánforas era simple: se le quitaban las entrañas, se tiraba el arroz y la carne se disponía en piezas para su consumo.","su preparación posterior, tras sacarlo de las ánforas era simple: se le la carne se disponía en piezas para su consumo, se le quitaban las entrañas y se tiraba el arroz."
74,las poblaciones de la costa no necesitaban aplicar estos métodos de conservación ya que disponían de pescado durante todo el año.,las poblaciones de la costa no necesitaban usar estos procedimientos de conservación porque  tenían pescado durante todo el año.
75,"una de las referencias escritas más tempranas sobre el uso del sushi en japón data del año 718 como parte de un tratado de leyes denominado yororitsuryo, en el se hace referencia al uso del sushi como forma de pago de impuestos.","una de las referencias escritas mas anteriores sobre el uso del sushi en japón del año 718como parte de un tratado de leyes denominado yororitsuyo, en el se hace un informe al uso del sushi como forma de pago de impuestos."
76,el proceso que se empleaba en china era muy novedoso se dejaba enmohecer el arroz con aspergillus oryzae que tiene un aspecto de polvo verde y se metían los pescados enteros en ánforas bien selladas.,"el procedimiento que se hacía en china era muy efectivo, se dejaba enmohecer el arroz con aspergillus oryzae que tiene un parecido de polvo verde y se metían los pescados enteros en ánforas bien selladas."
77,"la empresa de catering caterers bubble, de londres, incorpora técnicas moleculares en gran parte de su menú.",caterers bubble es un restaurante de londres con un menú que incorpora técnicas moleculares.
78,"dos décadas después de acuñado, el término gastronomía molecular le disgusta a algunos chefs.","después de veinte años de fraguado, la denominación ‘gastronomía molecular’ no es del agrado de algunos chefs."
79,"dos décadas después de acuñado, el término gastronomía molecular le disgusta a algunos chefs.","“cocina molecular” es un término, acuñado hace más de veinte años, que no gusta entre algunos chefs."
80,el elemento teatral de la cocina molecular también es muy atractivo para algunos.,las nuevas técnicas inusuales en la cocina molecular han sido tendencia.
81,"dos décadas después de acuñado, el término gastronomía molecular le disgusta a algunos chefs.","""gastronomía molecular"" es una expresión poco agradable para algunos chefs, aún después de 20 años de su acuñación."
82,los sabores más delicados pueden preservarse con un poco de ciencia.,la ciencia ha permitido que los sabores más delicados se conserven.
83,los sabores más delicados pueden preservarse con un poco de ciencia.,"por ejemplo, si el sabor es muy fino, éste puede mantenerse mejor aplicando cuestiones científicas."
84,"dos décadas después de acuñado, el término gastronomía molecular le disgusta a algunos chefs.","después de 20 años acuñado el término, el término gastronomía molecular no es del agrado de algunos chefs."
85,"dos décadas después de acuñado, el término gastronomía molecular le disgusta a algunos chefs.",el vocablo gastronomía molecular no es del gusto de algunos cocineros aún veinte años después de ser acuñado.
86,"no obstante, cabe preguntarse cuánto de su influencia culinaria va a resistir el paso del tiempo.",pero falta cuestionarse si su influencia culinaria se mantendrá vigente.
87,"no obstante, cabe preguntarse cuánto de su influencia culinaria va a resistir el paso del tiempo.","sin embargo, es interesante saber si esta influencia en la cocina perdurará."
88,los sabores más delicados pueden preservarse con un poco de ciencia.,gracias a la ciencia el sabor más ligero al paladar puede prevalecer.
89,son empleadas normalmente para describir el estudio de cómo los alimentos cambian cuando se cocinan.,"su uso, por lo regular es dado para caracterizar académicamente las transformaciones ocurridas en la comida al ser preparadas."
90,el elemento teatral de la cocina molecular también es muy atractivo para algunos.,para algunas personas no sólo les atrae la parte químico-científica sino también lo teatral de la cocina molecular.
91,los sabores más delicados pueden preservarse con un poco de ciencia.,gracias a la ciencia es que se han podido mantener sabores finos y sensibles.
92,son empleadas normalmente para describir el estudio de cómo los alimentos cambian cuando se cocinan.,"usualmente, sirven para explicar la manera en que la comida presenta cambios al ser cocinada."
93,son empleadas normalmente para describir el estudio de cómo los alimentos cambian cuando se cocinan.,son usados comúnmente para denotar a la ciencia de la transformación de los alimentos al prepararlos.
94,el elemento teatral de la cocina molecular también es muy atractivo para algunos.,algunas personas también se sienten atraídos por la parte teatral de la cocina molecular.
95,"dos décadas después de acuñado, el término gastronomía molecular le disgusta a algunos chefs.","para algunos chefs la expresión gastronomía molecular no es de su agrado, a pesar de que fue creada hace veinte años."
96,"dos décadas después de acuñado, el término gastronomía molecular le disgusta a algunos chefs.","después de dos décadas de acuñado, el término gastronomía molecular no es del agrado de algunos chefs."
97,los sabores más delicados pueden preservarse con un poco de ciencia.,utilizando la ciencia los sabores más delicados se preservan.
98,son empleadas normalmente para describir el estudio de cómo los alimentos cambian cuando se cocinan.,el uso común de estas expresiones refiere a la descripción del proceso de cocción de los alimentos.
99,"dos décadas después de acuñado, el término gastronomía molecular le disgusta a algunos chefs.",algunos cocineros expertos desprecian el concepto de “gastronomía molecular” a veinte años de su creación.
100,"dos décadas después de acuñado, el término gastronomía molecular le disgusta a algunos chefs.",todavía tras veinte años a ciertos chefs no les agrada la expresión gastronomía molecular.
101,el elemento teatral de la cocina molecular también es muy atractivo para algunos.,"por otro lado, a algunas personas, la teatralidad de la cocina molecular les resulta más interesante."
102,"dos décadas después de acuñado, el término gastronomía molecular le disgusta a algunos chefs.","a veinte años de haber sido generalizado, la categoría de gastronomía molecular molesta a varios chefs."
103,"dos décadas después de acuñado, el término gastronomía molecular le disgusta a algunos chefs.","la gastronomía molecular no es del agrado de ciertos chefs, a pesar de ser un término acuñado hace dos décadas."
104,los sabores más delicados pueden preservarse con un poco de ciencia.,hay sabores únicos que sólo pueden ser preservados científicamente.
105,"no obstante, cabe preguntarse cuánto de su influencia culinaria va a resistir el paso del tiempo.","sin embargo, es cuestionable si, por su importancia, seguirá siendo así en algunos años."
106,los sabores más delicados pueden preservarse con un poco de ciencia.,la preservación de sabores muy delicados es ahora posible gracias al conocimiento científico.
107,"dos décadas después de acuñado, el término gastronomía molecular le disgusta a algunos chefs.","después de dos décadas de haber sido acuñado, el término gastronomía molecular aún causa revuelo entre algunos chefs."
108,son empleadas normalmente para describir el estudio de cómo los alimentos cambian cuando se cocinan.,suelen usarse para nombrar al estudio de los cambios químicos que sufre la comida al cocinarse.
109,el elemento teatral de la cocina molecular también es muy atractivo para algunos.,la excentricidad con la que se presentan los platos en la cocina molecular es uno de los factores que la hacen tan popular.
110,"como quiera que se le llame, la cocina científicamente avanzada le ha permitido a los maestros de la culinaria presentar platos divertidos y sorprendentes y crear delicias que antes eran difíciles de lograr.","este tipo de cocina moderna, sin importar el nombre que tenga, ha dejado que el avance gastronómico sea muy gratificante para los cocineros, ya que pueden presentar y crear nuevos platillos."
111,son empleadas normalmente para describir el estudio de cómo los alimentos cambian cuando se cocinan.,"por lo regular, son utilizadas para describir los estudios de como la comida cambia cuando es cocinada."
112,"dos décadas después de acuñado, el término gastronomía molecular le disgusta a algunos chefs.","tras 20 años de haber adoptado la expresión gastronomía molecular, aún no les agrada a algunos chefs."
113,el elemento teatral de la cocina molecular también es muy atractivo para algunos.,la cocina molecular resulta atractiva para algunos gracias a su aspecto teatral.
114,"dos décadas después de acuñado, el término gastronomía molecular le disgusta a algunos chefs.","iv lustros posteriores a ser establecido, el termino cocina molecular aún no termina de parecerles a algunos chefs."
115,los sabores más delicados pueden preservarse con un poco de ciencia.,la ciencia permite preservar sabores más delicados.
116,los sabores más delicados pueden preservarse con un poco de ciencia.,la ciencia ayuda a preservar los sabores más frágiles y apreciados.
117,son empleadas normalmente para describir el estudio de cómo los alimentos cambian cuando se cocinan.,tales expresiones son usadas para referirse al estudio del cambio de los alimentos al ser cocinados.
118,expresiones como cocina molecular o gastronomía molecular son más populares en los medios que en la hostelería.,nombres como “gastronomía (o cocina) molecular” son divulgados mayormente en televisión y revistas que en el ámbito hotelero.
119,"dos décadas después de acuñado, el término gastronomía molecular le disgusta a algunos chefs.","veinte años después de adoptado, el término “gastronomía molecular” no termina de agradarle a ciertos chefs."
120,los sabores más delicados pueden preservarse con un poco de ciencia.,las degustaciones más delicadas pueden hacerse duraderos gracias al empleo de la ciencia.
121,el elemento teatral de la cocina molecular también es muy atractivo para algunos.,que la cocina molecular sea tan rimbombante la hace muy llamativa también.
122,"dos décadas después de acuñado, el término gastronomía molecular le disgusta a algunos chefs.","el concepto de cocina molecular, 20 años después de acuñado, aún molesta a los chefs."
123,"la técnica, usada en laboratorios de química antes que en las cocinas, hierve líquido a la temperatura mínima usando bajas presiones e impidiendo así que el calor destruya las moléculas del sabor.","es decir, el líquido se hierve a muy baja temperatura y presión, lo que evita que el calor se deshaga de las moléculas que dan el sabor; todo esto se realizaba sólo en laboratorios, no en la cocina."
124,"como quiera que se le llame, la cocina científicamente avanzada le ha permitido a los maestros de la culinaria presentar platos divertidos y sorprendentes y crear delicias que antes eran difíciles de lograr.","sin importar el término, los expertos culinarios han logrado presentar platillos divertidos y sorprendentes, así como crear delicias inusuales que se han logrado gracias al avance culinario."
125,"no obstante, cabe preguntarse cuánto de su influencia culinaria va a resistir el paso del tiempo.","sin embargo, es importantes medir el impacto culinario que se tendrá tras el tiempo."
126,"dos décadas después de acuñado, el término gastronomía molecular le disgusta a algunos chefs.","incluso 20 años después, a algunos chef seguía sin convencerlos el nombre de gastronomía molecular."
127,"la empresa de catering caterers bubble, de londres, incorpora técnicas moleculares en gran parte de su menú.","una empresa que utiliza varias de estas técnicas en su menú se encuentra en londres, se trata de caterers bubble."
128,"la técnica, usada en laboratorios de química antes que en las cocinas, hierve líquido a la temperatura mínima usando bajas presiones e impidiendo así que el calor destruya las moléculas del sabor.","para impedir que el calor aniquile las moléculas saborizantes, es utilizada una técnica que ha sido utilizada por los químicos antes que los cocineros: se pone el líquido al punto de ebullición mínimo utilizando baja presión."
129,el elemento teatral de la cocina molecular también es muy atractivo para algunos.,la teatralidad que se encuentra en la cocina molecular también es llamativo para algunas personas.
130,"no obstante, cabe preguntarse cuánto de su influencia culinaria va a resistir el paso del tiempo.","a pesar de esto, es válido cuestionarse en que medida esta corriente culinaria resistirá el pasar de los años."
131,son empleadas normalmente para describir el estudio de cómo los alimentos cambian cuando se cocinan.,se utilizan principalmente para explicar el estudio de la transformación de los alimentos durante su preparación.
